PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Label
16870942,gene expression dynamics during germline specification in mice identified by quantitative single-cell gene expression profiling,"Yabuta Y, Kurimoto K, Ohinata Y, Seki Y, Saitou M.",Biol Reprod. 2006 Nov;75(5):705-16. doi: 10.1095/biolreprod.106.053686. Epub 2006 Jul 26.,Yabuta Y,Biol Reprod,2006,2006/07/28,,,10.1095/biolreprod.106.053686,1
23851642,measuring growth and gene expression dynamics of tumor-targeted s. typhimurium bacteria,"Danino T, Prindle A, Hasty J, Bhatia S.",J Vis Exp. 2013 Jul 6;(77):e50540. doi: 10.3791/50540.,Danino T,J Vis Exp,2013,2013/07/16,PMC3731438,,10.3791/50540,0
22327833,spatiotemporal control of gene expression by a light-switchable transgene system,"Wang X, Chen X, Yang Y.",Nat Methods. 2012 Feb 12;9(3):266-9. doi: 10.1038/nmeth.1892.,Wang X,Nat Methods,2012,2012/02/14,,,10.1038/nmeth.1892,0
33028879,author correction: whole-genome and time-course dual rna-seq analyses reveal chronic pathogenicity-related gene dynamics in the ginseng rusty root rot pathogen ilyonectria robusta,"Guan Y, Chen M, Ma Y, Du Z, Yuan N, Li Y, Xiao J, Zhang Y.",Sci Rep. 2020 Oct 8;10(1):17122. doi: 10.1038/s41598-020-73761-2.,Guan Y,Sci Rep,2020,2020/10/08,PMC7542143,,10.1038/s41598-020-73761-2,1
12881508,temporal profiles of nuclear receptor gene expression reveal coordinate transcriptional responses during drosophila development,"Sullivan AA, Thummel CS.",Mol Endocrinol. 2003 Nov;17(11):2125-37. doi: 10.1210/me.2002-0430. Epub 2003 Jul 24.,Sullivan AA,Mol Endocrinol,2003,2003/07/26,,,10.1210/me.2002-0430,1
22575756,multiple patterns of spatiotemporal changes in layer-specific gene expression in the developing visual cortex of higher mammals,"Tomita K, Gotoh H, Tomita K, Yamauchi N, Sanbo M.",Neurosci Res. 2012 Jul;73(3):207-17. doi: 10.1016/j.neures.2012.04.008. Epub 2012 May 3.,Tomita K,Neurosci Res,2012,2012/05/12,,,10.1016/j.neures.2012.04.008,1
27611230,chromatin architecture: a new dimension in the dynamic control of gene expression,"Ramirez-Prado JS, Rodriguez-Granados NY, Ariel F, Raynaud C, Benhamed M.",Plant Signal Behav. 2016 Oct 2;11(10):e1232224. doi: 10.1080/15592324.2016.1232224.,Ramirez-Prado JS,Plant Signal Behav,2016,2016/09/10,PMC5117090,,10.1080/15592324.2016.1232224,0
15618316,time course of myogenic and metabolic gene expression in response to acute exercise in human skeletal muscle,"Yang Y, Creer A, Jemiolo B, Trappe S.",J Appl Physiol (1985). 2005 May;98(5):1745-52. doi: 10.1152/japplphysiol.01185.2004. Epub 2004 Dec 23.,Yang Y,J Appl Physiol (1985),2005,2004/12/25,,,10.1152/japplphysiol.01185.2004,1
35175937,temporal transcriptomic analysis using trendcatcher identifies early and persistent neutrophil activation in severe covid-19,"Wang X, Sanborn MA, Dai Y, Rehman J.",JCI Insight. 2022 Feb 17:e157255. doi: 10.1172/jci.insight.157255. Online ahead of print.,Wang X,JCI Insight,2022,2022/02/17,,,10.1172/jci.insight.157255,1
34714308,conformational dynamics and energetics of viral rna recognition by lab-evolved proteins,"Kumar A, Vashisth H.",Phys Chem Chem Phys. 2021 Nov 10;23(43):24773-24779. doi: 10.1039/d1cp03822b.,Kumar A,Phys Chem Chem Phys,2021,2021/10/29,PMC8579469,,10.1039/d1cp03822b,0
24234443,rna-dependent dynamic histone acetylation regulates mcl1 alternative splicing,"Khan DH, Gonzalez C, Cooper C, Sun JM, Chen HY, Healy S, Xu W, Smith KT, Workman JL, Leygue E, Davie JR.",Nucleic Acids Res. 2014 Feb;42(3):1656-70. doi: 10.1093/nar/gkt1134. Epub 2013 Nov 14.,Khan DH,Nucleic Acids Res,2014,2013/11/16,PMC3919583,,10.1093/nar/gkt1134,0
34929656,micro-rna levels and symptom profile after mild traumatic brain injury: a longitudinal cohort study,"Mitra B, Reyes J, O'Brien WT, Surendran N, Carter A, Bain J, McEntaggart L, Sorich E, Shultz SR, O'Brien TJ, Willmott C, Rosenfeld JV, McDonald SJ.",J Clin Neurosci. 2022 Jan;95:81-87. doi: 10.1016/j.jocn.2021.11.021. Epub 2021 Dec 9.,Mitra B,J Clin Neurosci,2022,2021/12/20,,,10.1016/j.jocn.2021.11.021,1
34153497,rna-seq analysis and wgcna reveal dynamic molecular responses to air exposure in the hard clam mercenaria mercenaria,"Zhou C, Song H, Feng J, Hu Z, Yu ZL, Yang MJ, Shi P, Li YR, Guo YJ, Zhang T.",Genomics. 2021 Jul;113(4):2847-2859. doi: 10.1016/j.ygeno.2021.06.025. Epub 2021 Jun 18.,Zhou C,Genomics,2021,2021/06/21,,,10.1016/j.ygeno.2021.06.025,0
28539410,leishmania donovani restricts mitochondrial dynamics to enhance mirnp stability and target rna repression in host macrophages,"Chakrabarty Y, Bhattacharyya SN.",Mol Biol Cell. 2017 Jul 15;28(15):2091-2105. doi: 10.1091/mbc.E16-06-0388. Epub 2017 May 24.,Chakrabarty Y,Mol Biol Cell,2017,2017/05/26,PMC5509422,,10.1091/mbc.E16-06-0388,0
33167354,capturing and understanding the dynamics and heterogeneity of gene expression in the living cell,"Pascual-Ahuir A, Fita-Torró J, Proft M.",Int J Mol Sci. 2020 Nov 5;21(21):8278. doi: 10.3390/ijms21218278.,Pascual-Ahuir A,Int J Mol Sci,2020,2020/11/10,PMC7663833,,10.3390/ijms21218278,0
18097416,visualizing spatially correlated dynamics that directs rna conformational transitions,"Zhang Q, Stelzer AC, Fisher CK, Al-Hashimi HM.",Nature. 2007 Dec 20;450(7173):1263-7. doi: 10.1038/nature06389.,Zhang Q,Nature,2007,2007/12/22,,,10.1038/nature06389,0
19712487,a reliable measure of similarity based on dependency for short time series: an application to gene expression networks,"Campiteli MG, Soriani FM, Malavazi I, Kinouchi O, Pereira CA, Goldman GH.",BMC Bioinformatics. 2009 Aug 28;10:270. doi: 10.1186/1471-2105-10-270.,Campiteli MG,BMC Bioinformatics,2009,2009/08/29,PMC2757031,,10.1186/1471-2105-10-270,1
22369588,learning the structure of gene regulatory networks from time series gene expression data,"Li H, Wang N, Gong P, Perkins EJ, Zhang C.",BMC Genomics. 2011 Dec 23;12 Suppl 5(Suppl 5):S13. doi: 10.1186/1471-2164-12-S5-S13. Epub 2011 Dec 23.,Li H,BMC Genomics,2011,2012/02/29,PMC3287495,,10.1186/1471-2164-12-S5-S13,0
12124437,temporal patterns of cytokine and apoptosis-related gene expression in spinal cords of the g93a-sod1 mouse model of amyotrophic lateral sclerosis,"Hensley K, Floyd RA, Gordon B, Mou S, Pye QN, Stewart C, West M, Williamson K.",J Neurochem. 2002 Jul;82(2):365-74. doi: 10.1046/j.1471-4159.2002.00968.x.,Hensley K,J Neurochem,2002,2002/07/19,,,10.1046/j.1471-4159.2002.00968.x,0
28887451,evolution of protein-coupled rna dynamics during hierarchical assembly of ribosomal complexes,"Abeysirigunawardena SC, Kim H, Lai J, Ragunathan K, Rappé MC, Luthey-Schulten Z, Ha T, Woodson SA.",Nat Commun. 2017 Sep 8;8(1):492. doi: 10.1038/s41467-017-00536-1.,Abeysirigunawardena SC,Nat Commun,2017,2017/09/10,PMC5591316,,10.1038/s41467-017-00536-1,0
14725628,the antiepileptic drug levetiracetam selectively modifies kindling-induced alterations in gene expression in the temporal lobe of rats,"Gu J, Lynch BA, Anderson D, Klitgaard H, Lu S, Elashoff M, Ebert U, Potschka H, Löscher W.",Eur J Neurosci. 2004 Jan;19(2):334-45. doi: 10.1111/j.0953-816x.2003.03106.x.,Gu J,Eur J Neurosci,2004,2004/01/17,,,10.1111/j.0953-816x.2003.03106.x,0
34775600,dynamic intron retention modulates gene expression in the monocytic differentiation pathway,"Song R, Tikoo S, Jain R, Pinello N, Au AYM, Nagarajah R, Porse B, Rasko JEJ, J-L Wong J.",Immunology. 2022 Feb;165(2):274-286. doi: 10.1111/imm.13435. Epub 2021 Dec 12.,Song R,Immunology,2022,2021/11/14,,,10.1111/imm.13435,0
35122624,mapping and analysis of a spatiotemporal h3k27ac and gene expression spectrum in pigs,"Zhu Y, Zhou Z, Huang T, Zhang Z, Li W, Ling Z, Jiang T, Yang J, Yang S, Xiao Y, Charlier C, Georges M, Yang B, Huang L.",Sci China Life Sci. 2022 Jan 27. doi: 10.1007/s11427-021-2034-5. Online ahead of print.,Zhu Y,Sci China Life Sci,2022,2022/02/05,,,10.1007/s11427-021-2034-5,0
16529717,structure and dynamics of rna polymerase ii elongation complex,"Suenaga A, Okimoto N, Futatsugi N, Hirano Y, Narumi T, Ohno Y, Yanai R, Hirokawa T, Ebisuzaki T, Konagaya A, Taiji M.",Biochem Biophys Res Commun. 2006 Apr 28;343(1):90-8. doi: 10.1016/j.bbrc.2006.02.124. Epub 2006 Mar 2.,Suenaga A,Biochem Biophys Res Commun,2006,2006/03/15,,,10.1016/j.bbrc.2006.02.124,0
31065339,coarse-grained dynamic rna titration simulations,"Pasquali S, Frezza E, Barroso da Silva FL.",Interface Focus. 2019 Jun 6;9(3):20180066. doi: 10.1098/rsfs.2018.0066. Epub 2019 Apr 19.,Pasquali S,Interface Focus,2019,2019/05/09,PMC6501344,,10.1098/rsfs.2018.0066,0
21926438,prognostic prediction through biclustering-based classification of clinical gene expression time series,"Carreiro AV, Anunciação O, Carriço JA, Madeira SC.",J Integr Bioinform. 2011 Sep 15;8(3):175. doi: 10.2390/biecoll-jib-2011-175.,Carreiro AV,J Integr Bioinform,2011,2011/09/20,,,10.2390/biecoll-jib-2011-175,1
28252038,a systematic approach to time-series metabolite profiling and rna-seq analysis of chinese hamster ovary cell culture,"Hsu HH, Araki M, Mochizuki M, Hori Y, Murata M, Kahar P, Yoshida T, Hasunuma T, Kondo A.",Sci Rep. 2017 Mar 2;7:43518. doi: 10.1038/srep43518.,Hsu HH,Sci Rep,2017,2017/03/03,PMC5333161,,10.1038/srep43518,1
24550488,transcription factors iis and iif enhance transcription efficiency by differentially modifying rna polymerase pausing dynamics,"Ishibashi T, Dangkulwanich M, Coello Y, Lionberger TA, Lubkowska L, Ponticelli AS, Kashlev M, Bustamante C.",Proc Natl Acad Sci U S A. 2014 Mar 4;111(9):3419-24. doi: 10.1073/pnas.1401611111. Epub 2014 Feb 18.,Ishibashi T,Proc Natl Acad Sci U S A,2014,2014/02/20,PMC3948276,,10.1073/pnas.1401611111,0
15096621,spatiotemporal control of gene expression with pulse-generating networks,"Basu S, Mehreja R, Thiberge S, Chen MT, Weiss R.",Proc Natl Acad Sci U S A. 2004 Apr 27;101(17):6355-60. doi: 10.1073/pnas.0307571101. Epub 2004 Apr 19.,Basu S,Proc Natl Acad Sci U S A,2004,2004/04/21,PMC404049,,10.1073/pnas.0307571101,0
11437333,time course of gene expression after plasmid dna gene transfer to the liver,"Herweijer H, Zhang G, Subbotin VM, Budker V, Williams P, Wolff JA.",J Gene Med. 2001 May-Jun;3(3):280-91. doi: 10.1002/jgm.178.,Herweijer H,J Gene Med,2001,2001/07/05,,,10.1002/jgm.178,1
17401370,imaging dynamics of endogenous mitochondrial rna in single living cells,"Ozawa T, Natori Y, Sato M, Umezawa Y.",Nat Methods. 2007 May;4(5):413-9. doi: 10.1038/nmeth1030. Epub 2007 Apr 1.,Ozawa T,Nat Methods,2007,2007/04/03,,,10.1038/nmeth1030,0
11285368,time course of lps-induced gene expression in a mouse model of genitourinary inflammation,"Saban MR, Hellmich H, Nguyen NB, Winston J, Hammond TG, Saban R.",Physiol Genomics. 2001 Apr 2;5(3):147-60. doi: 10.1152/physiolgenomics.2001.5.3.147.,Saban MR,Physiol Genomics,2001,2001/04/04,,,10.1152/physiolgenomics.2001.5.3.147,1
23845781,dynamic expression of 3' utrs revealed by poisson hidden markov modeling of rna-seq: implications in gene expression profiling,"Lu J, Bushel PR.",Gene. 2013 Sep 25;527(2):616-23. doi: 10.1016/j.gene.2013.06.052. Epub 2013 Jul 9.,Lu J,Gene,2013,2013/07/13,PMC3902974,NIHMS511403,10.1016/j.gene.2013.06.052,0
12611802,clustering of time-course gene expression data using a mixed-effects model with b-splines,"Luan Y, Li H.",Bioinformatics. 2003 Mar 1;19(4):474-82. doi: 10.1093/bioinformatics/btg014.,Luan Y,Bioinformatics,2003,2003/03/04,,,10.1093/bioinformatics/btg014,1
19594885,an ensemble learning approach to reverse-engineering transcriptional regulatory networks from time-series gene expression data,"Ruan J, Deng Y, Perkins EJ, Zhang W.",BMC Genomics. 2009 Jul 7;10 Suppl 1(Suppl 1):S8. doi: 10.1186/1471-2164-10-S1-S8.,Ruan J,BMC Genomics,2009,2009/07/15,PMC2709269,,10.1186/1471-2164-10-S1-S8,0
34906599,"rna-binding proteins and post-transcriptional regulation in lens biology and cataract: mediating spatiotemporal expression of key factors that control the cell cycle, transcription, cytoskeleton and transparency",Lachke SA.,Exp Eye Res. 2022 Jan;214:108889. doi: 10.1016/j.exer.2021.108889. Epub 2021 Dec 11.,Lachke SA,Exp Eye Res,2022,2021/12/15,PMC8792301,NIHMS1765061,10.1016/j.exer.2021.108889,0
27291689,modeling hormonal and inflammatory contributions to preterm and term labor using uterine temporal transcriptomics,"Migale R, MacIntyre DA, Cacciatore S, Lee YS, Hagberg H, Herbert BR, Johnson MR, Peebles D, Waddington SN, Bennett PR.",BMC Med. 2016 Jun 13;14(1):86. doi: 10.1186/s12916-016-0632-4.,Migale R,BMC Med,2016,2016/06/14,PMC4904357,,10.1186/s12916-016-0632-4,1
21593583,dynamic rna structures in the dengue virus genome,"Iglesias NG, Gamarnik AV.",RNA Biol. 2011 Mar-Apr;8(2):249-57. doi: 10.4161/rna.8.2.14992. Epub 2011 Mar 1.,Iglesias NG,RNA Biol,2011,2011/05/20,,,10.4161/rna.8.2.14992,0
28711246,temporal and spatial heterogeneity in milk and immune-related gene expression during mammary gland involution in dairy cows,"Singh K, Phyn CVC, Reinsch M, Dobson JM, Oden K, Davis SR, Stelwagen K, Henderson HV, Molenaar AJ.",J Dairy Sci. 2017 Sep;100(9):7669-7685. doi: 10.3168/jds.2017-12572. Epub 2017 Jul 12.,Singh K,J Dairy Sci,2017,2017/07/17,,,10.3168/jds.2017-12572,0
34652256,spatiotemporal specificity of correlated dna methylation and gene expression pairs across different human tissues and stages of brain development,"Wang K, Dai R, Xia Y, Tian J, Jiao C, Mikhailova T, Zhang C, Chen C, Liu C.",Epigenetics. 2021 Oct 21:1-18. doi: 10.1080/15592294.2021.1993607. Online ahead of print.,Wang K,Epigenetics,2021,2021/10/15,,,10.1080/15592294.2021.1993607,1
23826199,the time course of gene expression during reactive gliosis in the optic nerve,"Qu J, Jakobs TC.",PLoS One. 2013 Jun 27;8(6):e67094. doi: 10.1371/journal.pone.0067094. Print 2013.,Qu J,PLoS One,2013,2013/07/05,PMC3694957,,10.1371/journal.pone.0067094,1
32339167,dynamic mirna-mrna interactions coordinate gene expression in adult anopheles gambiae,"Fu X, Liu P, Dimopoulos G, Zhu J.",PLoS Genet. 2020 Apr 27;16(4):e1008765. doi: 10.1371/journal.pgen.1008765. eCollection 2020 Apr.,Fu X,PLoS Genet,2020,2020/04/28,PMC7205314,,10.1371/journal.pgen.1008765,0
28028052,an rna-binding atypical tropomyosin recruits kinesin-1 dynamically to oskar mrnps,"Gáspár I, Sysoev V, Komissarov A, Ephrussi A.",EMBO J. 2017 Feb 1;36(3):319-333. doi: 10.15252/embj.201696038. Epub 2016 Dec 27.,Gáspár I,EMBO J,2017,2016/12/29,PMC5286366,,10.15252/embj.201696038,0
27138339,rna polymerase ii cluster dynamics predict mrna output in living cells,"Cho WK, Jayanth N, English BP, Inoue T, Andrews JO, Conway W, Grimm JB, Spille JH, Lavis LD, Lionnet T, Cisse II.",Elife. 2016 May 3;5:e13617. doi: 10.7554/eLife.13617.,Cho WK,Elife,2016,2016/05/04,PMC4929003,,10.7554/eLife.13617,0
20365787,messenger rna fluctuations and regulatory rnas shape the dynamics of a negative feedback loop,"Rodríguez Martínez M, Soriano J, Tlusty T, Pilpel Y, Furman I.",Phys Rev E Stat Nonlin Soft Matter Phys. 2010 Mar;81(3 Pt 1):031924. doi: 10.1103/PhysRevE.81.031924. Epub 2010 Mar 30.,Rodríguez Martínez M,Phys Rev E Stat Nonlin Soft Matter Phys,2010,2010/04/07,,,10.1103/PhysRevE.81.031924,0
19830785,zebrafish cnbp intron1 plays a fundamental role in controlling spatiotemporal gene expression during embryonic development,"Weiner AM, Allende ML, Calcaterra NB.",J Cell Biochem. 2009 Dec 15;108(6):1364-75. doi: 10.1002/jcb.22369.,Weiner AM,J Cell Biochem,2009,2009/10/16,,,10.1002/jcb.22369,0
32338593,chromatin accessibility dynamics and single cell rna-seq reveal new regulators of regeneration in neural progenitors,"Kakebeen AD, Chitsazan AD, Williams MC, Saunders LM, Wills AE.",Elife. 2020 Apr 27;9:e52648. doi: 10.7554/eLife.52648.,Kakebeen AD,Elife,2020,2020/04/28,PMC7250574,,10.7554/eLife.52648,0
26046293,funpat: function-based pattern analysis on rna-seq time series data,"Sanavia T, Finotello F, Di Camillo B.",BMC Genomics. 2015;16(Suppl 6):S2. doi: 10.1186/1471-2164-16-S6-S2. Epub 2015 Jun 1.,Sanavia T,BMC Genomics,2015,2015/06/06,PMC4460925,,10.1186/1471-2164-16-S6-S2,1
16131395,dynamic covariation between gene expression and proteome characteristics,"Sharabiani MT, Siermala M, Lehtinen TO, Vihinen M.",BMC Bioinformatics. 2005 Aug 30;6:215. doi: 10.1186/1471-2105-6-215.,Sharabiani MT,BMC Bioinformatics,2005,2005/09/01,PMC1236912,,10.1186/1471-2105-6-215,0
21283804,time course of gene expression profiling in the liver of experimental mice infected with echinococcus multilocularis,"Lin R, Lü G, Wang J, Zhang C, Xie W, Lu X, Mantion G, Martin H, Richert L, Vuitton DA, Wen H.",PLoS One. 2011 Jan 19;6(1):e14557. doi: 10.1371/journal.pone.0014557.,Lin R,PLoS One,2011,2011/02/02,PMC3023716,,10.1371/journal.pone.0014557,1
34558967,dna methylation dynamics of long noncoding rna during human fetal development,"Li X, Fu Y, Gao Y, Shang S, Guo S, Zhou H, Qu S, Ning S.",Epigenomics. 2021 Sep;13(17):1347-1358. doi: 10.2217/epi-2021-0159. Epub 2021 Sep 24.,Li X,Epigenomics,2021,2021/09/24,,,10.2217/epi-2021-0159,0
28932774,transcriptomic and bioinformatics analysis of the early time-course of the response to prostaglandin f2 alpha in the bovine corpus luteum,"Talbott H, Hou X, Qiu F, Zhang P, Guda C, Yu F, Cushman RA, Wood JR, Wang C, Cupp AS, Davis JS.",Data Brief. 2017 Sep 1;14:695-706. doi: 10.1016/j.dib.2017.08.026. eCollection 2017 Oct.,Talbott H,Data Brief,2017,2017/09/22,PMC5596332,,10.1016/j.dib.2017.08.026,0
16648266,predicting stochastic gene expression dynamics in single cells,"Mettetal JT, Muzzey D, Pedraza JM, Ozbudak EM, van Oudenaarden A.",Proc Natl Acad Sci U S A. 2006 May 9;103(19):7304-9. doi: 10.1073/pnas.0509874103. Epub 2006 Apr 28.,Mettetal JT,Proc Natl Acad Sci U S A,2006,2006/05/02,PMC1464336,,10.1073/pnas.0509874103,1
19727848,fast track in vitro mycorrhization of potato plantlets allow studies on gene expression dynamics,"Gallou A, De Jaeger N, Cranenbrouck S, Declerck S.",Mycorrhiza. 2010 Mar;20(3):201-7. doi: 10.1007/s00572-009-0270-1. Epub 2009 Sep 2.,Gallou A,Mycorrhiza,2010,2009/09/04,,,10.1007/s00572-009-0270-1,1
25214588,rna function. rna and dynamic nuclear organization,"Rinn J, Guttman M.",Science. 2014 Sep 12;345(6202):1240-1. doi: 10.1126/science.1252966.,Rinn J,Science,2014,2014/09/13,PMC4186717,NIHMS631739,10.1126/science.1252966,0
22879897,unusual stability of messenger rna in snake venom reveals gene expression dynamics of venom replenishment,"Currier RB, Calvete JJ, Sanz L, Harrison RA, Rowley PD, Wagstaff SC.",PLoS One. 2012;7(8):e41888. doi: 10.1371/journal.pone.0041888. Epub 2012 Aug 7.,Currier RB,PLoS One,2012,2012/08/11,PMC3413681,,10.1371/journal.pone.0041888,0
20957030,temporal gene expression profiling during rat femoral marrow ablation-induced intramembranous bone regeneration,"Wise JK, Sena K, Vranizan K, Pollock JF, Healy KE, Hughes WF, Sumner DR, Virdi AS.",PLoS One. 2010 Oct 1;5(10):e12987. doi: 10.1371/journal.pone.0012987.,Wise JK,PLoS One,2010,2010/10/20,PMC2948496,,10.1371/journal.pone.0012987,1
28028473,spatio-temporal monitoring of deep-sea communities using metabarcoding of sediment dna and rna,"Guardiola M, Wangensteen OS, Taberlet P, Coissac E, Uriz MJ, Turon X.",PeerJ. 2016 Dec 21;4:e2807. doi: 10.7717/peerj.2807. eCollection 2016.,Guardiola M,PeerJ,2016,2016/12/29,PMC5180584,,10.7717/peerj.2807,0
29028903,comparative analysis of differential gene expression tools for rna sequencing time course data,"Spies D, Renz PF, Beyer TA, Ciaudo C.",Brief Bioinform. 2019 Jan 18;20(1):288-298. doi: 10.1093/bib/bbx115.,Spies D,Brief Bioinform,2019,2017/10/14,PMC6357553,,10.1093/bib/bbx115,1
33705761,residence time analysis of rna polymerase transcription dynamics: a bayesian sticky hmm approach,"Kilic Z, Sgouralis I, Pressé S.",Biophys J. 2021 May 4;120(9):1665-1679. doi: 10.1016/j.bpj.2021.02.045. Epub 2021 Mar 9.,Kilic Z,Biophys J,2021,2021/03/11,PMC8204346,,10.1016/j.bpj.2021.02.045,0
